S NO.	COMPANY NAME	COMPANY CATEGORY
442	MINISTRY OF EDUCATION	CAT G
443	MINISTRY OF ENVIRONMENT AND FORESTS	CAT G
444	MINISTRY OF EXTERNAL AFFAIRS	CAT G
445	MINISTRY OF FOOD	CAT G
446	MINISTRY OF FOOD PROCESSING INDUSTR	CAT G
447	MINISTRY OF HEALTH AND FAMILY CARE	CAT G
448	MINISTRY OF HUMAN RESOURCE DEVELOPM	CAT G
449	MINISTRY OF INDUSTRY	CAT G
450	MINISTRY OF INFORMATION & BROADCAST	CAT G
451	MINISTRY OF INFORMATION TECHNOLOGY	CAT G
452	MINISTRY OF LABOUR	CAT G
453	MINISTRY OF MINES	CAT G
454	MINISTRY OF PARLIAMENTARY AFFAIRS	CAT G
455	MINISTRY OF PERSONNEL,  PUBLIC GRIE	CAT G
456	MINISTRY OF PETROLEUM & NATURAL GAS	CAT G
457	MINISTRY OF PLANNING	CAT G
458	MINISTRY OF POWER	CAT G
459	MINISTRY OF RAILWAYS	CAT G
460	MINISTRY OF RURAL AREAS & EMPLOYMEN	CAT G
461	MINISTRY OF SCIENCE & TECHNOLOGY	CAT G
462	MINISTRY OF SHIPPING	CAT G
463	MINISTRY OF SOCIAL JUSTICE & EMPOWE	CAT G
464	MINISTRY OF SURFACE TRANSPORT	CAT G
465	MINISTRY OF TEXTILES	CAT G
466	MINISTRY OF TOURISM	CAT G
467	MINISTRY OF TRANSPORT	CAT G
468	MINISTRY OF URBAN AFFAIRS AND EMPLO	CAT G
469	MINISTRY OF WATER RESOURCES	CAT G
470	MOTHER DAIRY FOODS LIMITED	CAT G
471	MOTHER DIARY DELHI LIMITED	CAT G
472	MUMBAI DISTRIC CENTRAL CO-OP BANK	CAT G
473	MUNICIPAL CORP OF DELHI	CAT G
474	MYSORE ELECL INDS LT	CAT G
475	MYSORE MINERALS LIMITED	CAT G
476	N A L	CAT G
477	N D M C	CAT G
478	N H P C	CAT G
479	N I D C	CAT G
480	N S I C LIMITED	CAT G
481	NABARD	CAT G
482	NAFED	CAT G
483	NATIONAL ACADEMY OF CUSTOMS EXCISE	CAT G
484	NATIONAL AIDS RESEARCH INSTITUTE	CAT G
485	NATIONAL AIRPORTS	CAT G
486	NATIONAL ALUMINIUM CO LIMITED	CAT G
487	NATIONAL ARCHIVES OF INDIA	CAT G
488	NATIONAL BUILDING CONSTRUCTION CORP LIMITED (NBCC)	CAT G
489	NATIONAL BUREAU OF PLANT GENETIC RE	CAT G
490	NATIONAL BUREAU OF SOIL SURVEY AND	CAT G
491	NATIONAL CAPITAL REGION	CAT G
492	NATIONAL CENTRE FOR CELL SCIENCE	CAT G
493	NATIONAL COMMISSION FOR SAFAI KARAMCHARIS	CAT G
494	NATIONAL COOPERATIVE DEVELOPMENT CORPORATION	CAT G
495	NATIONAL COOPERATIVE UNION OF INDIA	CAT G
496	NATIONAL COUNCIL FOR CEMENT AND BUI	CAT G
497	NATIONAL COUNCIL OF APPLIED ECONOMIC RESEARCH	CAT G
498	NATIONAL COUNCIL OF EDUCATIONAL RES	CAT G
499	NATIONAL DAIRY DEV BOARD (NDDB)	CAT G
500	NATIONAL ENVIROMENTAL ENGINEERING R	CAT G
501	NATIONAL FEDERATION OF COOPERATIVE SUGAR FACTORIES	CAT G
502	NATIONAL FILM DEV. CORPN.	CAT G
503	NATIONAL GALLERY OF MODERN ART	CAT G
