S NO.	COMPANY NAME	COMPANY CATEGORY
400	PANACEA BIOTEC LIMITED	CATGB
401	PAREKH MARKETING LTD	CATGB
402	PARLE PRODUCTS PRIVATE LIMITED	CATGB
403	PCS INDUSTRIES PRIVATE LIMITED	CATGB
404	PENNAR INDUSTRIES LIMITED	CATGB
405	PEPSICO INDIA HOLDINGS PRIVATE LIMITED	SCATA
406	PERFETTI VAN MELLE INDIA PRIVATE LIMITED	CATGA
407	PERSISTENT SYSTEMS LIMITED	CATGA
408	PFIZER LIMITED	SCATA
409	CORTEVA AGRISCIENCE SEEDS PRIVATE LIMITED	CATGC
410	PHILIPS INDIA LIMITED	CATGB
411	PHOENIX INTERNATIONAL LIMITED	CATGB
412	PIDILITE INDUSTRIES LIMITED	CATGA
413	POWER GRID CORPORATION OF INDIA LIMITED	SCATA
414	PRAXAIR INDIA PRIVATE LIMITED	CATGB
415	PREMIER EVOLVICS PRIVATE LIMITED	CATGB
416	PROCTER AND GAMBLE HOME PRODUCTS PRIVATE LIMITED	SCATA
417	PROCTER AND GAMBLE HYGIENE AND HEALTH CARE LIMITED	CATGA
418	QUALCOMM INDIA PRIVATE LIMITED	SCATA
419	R K SWAMY BBDO PRIVATE LIMITED	CATGD
420	RAASI CEMENT LIMITED	CATGB
421	RADICO KHAITAN FINANCE LIMITED	CATGB
422	RAMA PHOSPHATES LIMITED	CATGB
423	RAMCO INDUSTRIES LIMITED	CATGB
424	RAMCO SYSTEMS LIMITED	CATGB
425	AVANTOR PERFORMANCE MATERIALS INDIA LIMITED	SCATA
426	RANBAXY DRUGS LIMITED	CATGB
427	RANE (MADRAS) LIMITED	CATGB
428	RANE BRAKE LINING LIMITED	CATGC
429	RANE ENGINE VALVE LIMITED.	CATGC
430	RASOI LTD	CATGB
431	RAYMOND LIMITED	CATGA
432	RECKITT BENCKISER (INDIA) LIMITED	CATGB
433	RECKITT PIRAMAL PRIVATE LIMITED	CATGB
434	REEBOK INDIA COMPANY	CATGC
435	RELAXO FOOTWEARS LIMITED	CATGA
436	RELIANCE NIPPON LIFE ASSET MANAGEMENT LIMITED.	CATGB
437	RELIANCE GENERAL INSURANCE COMPANY LIMITED	CATGB
438	RELIANCE INDUSTRIES LIMITED	SCATA
439	RELIANCE LIFE SCIENCES PRIVATE LIMITED	CATGB
440	RESERVE BANK OF INDIA	SCATA
441	RICO AUTO INDUSTRIES LIMITED	CATGB
442	ROBERT BOSCH ENGINEERING AND BUSINESS SOLUTIONS PRIVATE LIMITED	SCATA
443	ROCKWELL AUTOMATION INDIA PRIVATE LIMITED	SCATA
444	ROOTS INDUSTRIES INDIA LIMITED	CATGB
445	RPG LIFE SCIENCES LIMITED	CATGC
446	ST-ERICSSON INDIA PRIVATE LIMITED	SCATA
447	Steel Authority of India SAIL Limited	SCATA
448	SAINT-GOBAIN SEKURIT INDIA LIMITED	CATGA
449	SAINT-GOBAIN INDIA PRIVATE LIMITED	CATGA
450	SALORA INTERNATIONAL LIMITED	CATGB
451	SAMPRE NUTRITIONS LIMITED	CATGD
452	SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED	SCATA
453	SANGAM (INDIA) LIMITED	CATGB
454	SAP INDIA PRIVATE LIMITED	CATGB
455	SARASWAT INDIA LIMITED	CATGB
456	ISGEC HEAVY ENGINEERING LIMITED	CATGA
457	SATNAM OVERSEAS PRIVATE LIMITED	CATGB
458	SBI CAPITAL MARKETS LIMITED	CATGB
459	SBI MUTUAL FUND TRUSTEE COMPANY PRIVATE LIMITED	CATGB
460	SCHLUMBERGER ASIA SERVICE LTD	SCATA
461	SCHNEIDER ELECTRIC INDIA PRIVATE LIMITED	SCATA
462	SERVION T GLOBAL SOLUTIONS LIMITED	CATGC
463	SHIPPING CORPORATION OF INDIA LIMITED	CATGA
