S NO.	COMPANY NAME	COMPANY CATEGORY
282	PROCTER & GAMBLE HYGIENE & HEALTH CARE LIMITED	ELITE
283	PTC INDIA LIMITED	ELITE
284	PUNJAB & SIND BANK	ELITE
285	PUNJAB NATIONAL BANK	ELITE
286	RALLIS INDIA LIMITED	ELITE
287	RASHTRIYA CHEMICALS & FERTILIZERS LIMITED	ELITE
288	REDINGTON (INDIA) LIMITED	ELITE
289	RELIANCE AMBIT TRADE PRIVATE LIMITED	ELITE
290	RELIANCE CORPORATE IT PARK LIMITED	ELITE
291	RELIANCE EAGLEFORD MIDSTREAM LLC	ELITE
292	RELIANCE EAGLEFORD UPSTREAM GP LLC	ELITE
293	RELIANCE EAGLEFORD UPSTREAM HOLDING LP	ELITE
294	RELIANCE EALGEFORD UPSTREAM LLC	ELITE
295	RELIANCE ENERGY GENERATION AND DISTRIBUTION LIMITED	ELITE
296	RELIANCE EXPLORATION AND PRODUCTION B. V.	ELITE
297	RELIANCE EXPLORATION AND PRODUCTION DMCC	ELITE
298	RELIANCE EXPLORATION AND PRODUCTION LIMITED	ELITE
299	RELIANCE EXPLORATION AND PRODUCTION MAURITIUS LIMITED	ELITE
300	RELIANCE GLOBAL BUSINESS B.V.	ELITE
301	RELIANCE GLOBAL ENERGY SERVICES (SINGAPORE) PTE. LIMITED	ELITE
302	RELIANCE GLOBAL ENERGY SERVICES LIMITED	ELITE
303	RELIANCE HOLDING COOPERATIEF U. A.	ELITE
304	RELIANCE INDUSTRIES LIMITED	ELITE
305	RELIANCE INTERNATIONAL B.V.	ELITE
306	RELIANCE INTERNATIONAL GAS B. V.	ELITE
307	RELIANCE MARCELLUS II LLC	ELITE
308	RELIANCE MARCELLUS LLC	ELITE
309	RELIANCE OIL AND GAS MAURITIUS LIMITED	ELITE
310	RELIANCE PAYMENT SOLUTIONS LIMITED (formerly RELIANCE RETAIL TRAVEL & FOREX SERVICES LIMITED)	ELITE
311	RELIANCE RETAIL LIMITED	ELITE
312	RELIANCE STRATEGIC (MAURITIUS) LIMITED	ELITE
313	RELIANCE STRATEGIC INVESTMENTS LIMITED	ELITE
314	RELIANCE VENTURES LIMITED	ELITE
315	RETAIL CONCEPTS AND SERVICES (INDIA) LIMITED	ELITE
316	ROBERT BOSCH ENGINEERING & BUSINESS SOLUTIONS PRIVATE LIMITED	ELITE
317	RURAL ELECTRIFICATION CORPORATION LIMITED	ELITE
318	SAINT GOBAIN INDIA FOUNDATION	ELITE
319	SAMSUNG R & D INSTITUTE INDIA - BANGALORE PRIVATE LIMITED	ELITE
320	SANOFI INDIA LIMITED	ELITE
321	SAP INDIA PRIVATE LIMITED	ELITE
322	SCHAEFFLER INDIA LTD	ELITE
323	SCHNEIDER ELECTRIC INDIA PRIVATE LIMITED	ELITE
324	SERUM INSTITUTE OF INDIA PRIVATE LIMITED	ELITE
325	SHAPOORJI PALLONJI AND COMPANY PRIVATE LIMITED	ELITE
326	SHIPPING CORPN OF INDIA LIMITED	ELITE
327	SHREE CEMENT LIMITED	ELITE
328	SHRIRAM CITY UNION FINANCE LIMITED	ELITE
329	SHRIRAM TRANSPORT FINANCE COMPANY LIMITED	ELITE
330	SIEMENS CONVERGENCE CREATORS PRIVATE LIMITED, MUMBAI	ELITE
331	SIEMENS FINANCIAL SERVICES PRIVATE LIMITED, MUMBAI	ELITE
332	SIEMENS HEARING INSTRUEMENTS PRIVATE LIMITED	ELITE
333	SIEMENS INDUSTRY SOFTWARE (INDIA) PRIVATE LIMITED	ELITE
334	SIEMENS LIMITED	ELITE
335	SIEMENS POSTAL PARCEL & AIRPORT LOGISTICS PRIVATE LIMITED, MUMBAI	ELITE
336	SIEMENS RAIL AUTOMATION PRIVATE. LIMITED., BANGALORE	ELITE
337	SIEMENS TECHNOLOGY AND SERVICES PRIVATE LIMITED, MUMBAI	ELITE
